City,City (ascii),Lat,Long,Country,ISO2,ISO3,State,State Abbreviation,Capital,Primary Capital,Admin Capital,Minor Capital,Population
Foster City,Foster City,37.5553,-122.2659,United States,US,USA,California,CA,,,,,34175
Vallejo,Vallejo,38.1134,-122.2359,United States,US,USA,California,CA,,,,,172697
Indio,Indio,33.7346,-116.2347,United States,US,USA,California,CA,,,,,402166
Tiburon,Tiburon,37.8853,-122.4636,United States,US,USA,California,CA,,,,,9176
Hesperia,Hesperia,34.3974,-117.3144,United States,US,USA,California,CA,,,,,93724
Azusa,Azusa,34.1386,-117.9124,United States,US,USA,California,CA,,,,,49628
Big Bear Lake,Big Bear Lake,34.243,-116.8955,United States,US,USA,California,CA,,,,,5235
Emeryville,Emeryville,37.8382,-122.2932,United States,US,USA,California,CA,,,,,11671
Hollister,Hollister,36.8564,-121.3981,United States,US,USA,California,CA,,,,,45496
Buellton,Buellton,34.6152,-120.1943,United States,US,USA,California,CA,,,,,5095
Waterford,Waterford,37.643,-120.7553,United States,US,USA,California,CA,,,,,9539
Cathedral City,Cathedral City,33.8363,-116.4662,United States,US,USA,California,CA,,,,,54056
Buena Park,Buena Park,33.8572,-118.0046,United States,US,USA,California,CA,,,,,83156
Lakeport,Lakeport,39.0392,-122.9218,United States,US,USA,California,CA,,,,,16649
Williams,Williams,39.1489,-122.1373,United States,US,USA,California,CA,,,,,5251
El Segundo,El Segundo,33.9169,-118.4021,United States,US,USA,California,CA,,,,,16893
Los Altos,Los Altos,37.3685,-122.0965,United States,US,USA,California,CA,,,,,30561
Bakersfield,Bakersfield,35.3528,-119.0354,United States,US,USA,California,CA,,,,,567585
San Bernardino,San Bernardino,34.1412,-117.2936,United States,US,USA,California,CA,,,,,216239
Encinitas,Encinitas,33.0492,-117.2613,United States,US,USA,California,CA,,,,,63131
Loomis,Loomis,38.8093,-121.1955,United States,US,USA,California,CA,,,,,6767
Santa Fe Springs,Santa Fe Springs,33.933,-118.0625,United States,US,USA,California,CA,,,,,18027
Paradise,Paradise,39.7558,-121.6063,United States,US,USA,California,CA,,,,,35163
American Canyon,American Canyon,38.1798,-122.2583,United States,US,USA,California,CA,,,,,20452
El Centro,El Centro,32.7873,-115.5578,United States,US,USA,California,CA,,,,,111733
Whittier,Whittier,33.9678,-118.0188,United States,US,USA,California,CA,,,,,86883
Duarte,Duarte,34.1609,-117.9505,United States,US,USA,California,CA,,,,,21801
Sanger,Sanger,36.6993,-119.5575,United States,US,USA,California,CA,,,,,27413
Chula Vista,Chula Vista,32.6281,-117.0144,United States,US,USA,California,CA,,,,,267172
Mammoth Lakes,Mammoth Lakes,37.6273,-118.99,United States,US,USA,California,CA,,,,,7469
Jackson,Jackson,38.3485,-120.7724,United States,US,USA,California,CA,,,,,7297
Adelanto,Adelanto,34.5868,-117.4411,United States,US,USA,California,CA,,,,,33391
Twentynine Palms,Twentynine Palms,34.1484,-116.0655,United States,US,USA,California,CA,,,,,13410
Cupertino,Cupertino,37.3167,-122.0465,United States,US,USA,California,CA,,,,,60643
Palm Springs,Palm Springs,33.8012,-116.538,United States,US,USA,California,CA,,,,,47689
Fullerton,Fullerton,33.8841,-117.9279,United States,US,USA,California,CA,,,,,140721
Lompoc,Lompoc,34.6617,-120.4714,United States,US,USA,California,CA,,,,,53062
Victorville,Victorville,34.5277,-117.3537,United States,US,USA,California,CA,,,,,346449
Crescent City,Crescent City,41.7728,-124.1902,United States,US,USA,California,CA,,,,,16558
Anaheim,Anaheim,33.839,-117.8572,United States,US,USA,California,CA,,,,,351043
Coronado,Coronado,32.664,-117.16,United States,US,USA,California,CA,,,,,25952
Wasco,Wasco,35.5938,-119.3673,United States,US,USA,California,CA,,,,,26337
Fillmore,Fillmore,34.3989,-118.9181,United States,US,USA,California,CA,,,,,15692
Delano,Delano,35.767,-119.2637,United States,US,USA,California,CA,,,,,54030
Campbell,Campbell,37.2803,-121.9543,United States,US,USA,California,CA,,,,,40939
Lynwood,Lynwood,33.924,-118.2017,United States,US,USA,California,CA,,,,,71187
Palm Desert,Palm Desert,33.7378,-116.3696,United States,US,USA,California,CA,,,,,52231
Temecula,Temecula,33.4928,-117.1315,United States,US,USA,California,CA,,,,,113054
Los Gatos,Los Gatos,37.2307,-121.9564,United States,US,USA,California,CA,,,,,30545
Mendota,Mendota,36.7555,-120.3777,United States,US,USA,California,CA,,,,,11621
Newman,Newman,37.3156,-121.0208,United States,US,USA,California,CA,,,,,11122
San Anselmo,San Anselmo,37.9821,-122.5699,United States,US,USA,California,CA,,,,,12599
Kerman,Kerman,36.7249,-120.0625,United States,US,USA,California,CA,,,,,14533
Laguna Woods,Laguna Woods,33.6099,-117.7299,United States,US,USA,California,CA,,,,,16272
Menlo Park,Menlo Park,37.4689,-122.1662,United States,US,USA,California,CA,,,,,33888
Corona,Corona,33.8623,-117.5642,United States,US,USA,California,CA,,,,,166785
Walnut Creek,Walnut Creek,37.9025,-122.0398,United States,US,USA,California,CA,,,,,69122
Fresno,Fresno,36.7834,-119.7933,United States,US,USA,California,CA,,,,,690895
Pasadena,Pasadena,34.1598,-118.1389,United States,US,USA,California,CA,,,,,142059
San Marcos,San Marcos,33.135,-117.1743,United States,US,USA,California,CA,,,,,95261
Milpitas,Milpitas,37.4338,-121.8921,United States,US,USA,California,CA,,,,,77528
Hillsborough,Hillsborough,37.5573,-122.3587,United States,US,USA,California,CA,,,,,11431
National City,National City,32.6654,-117.0983,United States,US,USA,California,CA,,,,,61147
Piedmont,Piedmont,37.8226,-122.2301,United States,US,USA,California,CA,,,,,11353
Malibu,Malibu,34.0368,-118.7845,United States,US,USA,California,CA,,,,,12879
Los Alamitos,Los Alamitos,33.7972,-118.0594,United States,US,USA,California,CA,,,,,11636
Hawaiian Gardens,Hawaiian Gardens,33.8303,-118.0728,United States,US,USA,California,CA,,,,,14473
Arcadia,Arcadia,34.1342,-118.0373,United States,US,USA,California,CA,,,,,58523
Yreka,Yreka,41.7292,-122.6312,United States,US,USA,California,CA,,,,,7433
Gustine,Gustine,37.2545,-120.9948,United States,US,USA,California,CA,,,,,5817
Fairfield,Fairfield,38.2593,-122.0319,United States,US,USA,California,CA,,,,,145665
Firebaugh,Firebaugh,36.8533,-120.4536,United States,US,USA,California,CA,,,,,8015
Calexico,Calexico,32.6849,-115.4944,United States,US,USA,California,CA,,,,,40232
Porterville,Porterville,36.0636,-119.0332,United States,US,USA,California,CA,,,,,76512
Mission Viejo,Mission Viejo,33.6095,-117.655,United States,US,USA,California,CA,,,,,602851
Pleasanton,Pleasanton,37.666,-121.8805,United States,US,USA,California,CA,,,,,82270
Vista,Vista,33.1895,-117.2386,United States,US,USA,California,CA,,,,,101659
Mount Shasta,Mount Shasta,41.3206,-122.315,United States,US,USA,California,CA,,,,,7513
Carson,Carson,33.8374,-118.2559,United States,US,USA,California,CA,,,,,92797
Tracy,Tracy,37.7254,-121.4447,United States,US,USA,California,CA,,,,,94277
Gardena,Gardena,33.8944,-118.3073,United States,US,USA,California,CA,,,,,60048
Palo Alto,Palo Alto,37.3917,-122.1465,United States,US,USA,California,CA,,,,,67024
Lomita,Lomita,33.7934,-118.3175,United States,US,USA,California,CA,,,,,20693
Chino Hills,Chino Hills,33.9508,-117.7254,United States,US,USA,California,CA,,,,,78822
Pacifica,Pacifica,37.6112,-122.4781,United States,US,USA,California,CA,,,,,39062
Signal Hill,Signal Hill,33.8029,-118.1681,United States,US,USA,California,CA,,,,,11649
Santa Maria,Santa Maria,34.9334,-120.4433,United States,US,USA,California,CA,,,,,139270
Wildomar,Wildomar,33.6173,-117.2582,United States,US,USA,California,CA,,,,,36042
Laguna Beach,Laguna Beach,33.5449,-117.7613,United States,US,USA,California,CA,,,,,23190
Santa Barbara,Santa Barbara,34.4285,-119.7202,United States,US,USA,California,CA,,,,,203655
Fort Bragg,Fort Bragg,39.4416,-123.8033,United States,US,USA,California,CA,,,,,10368
Temple City,Temple City,34.1022,-118.0579,United States,US,USA,California,CA,,,,,36365
Orange,Orange,33.8038,-117.8219,United States,US,USA,California,CA,,,,,140504
Lake Elsinore,Lake Elsinore,33.6847,-117.3346,United States,US,USA,California,CA,,,,,64205
Sunnyvale,Sunnyvale,37.3846,-122.0261,United States,US,USA,California,CA,,,,,152771
San Bruno,San Bruno,37.6254,-122.4313,United States,US,USA,California,CA,,,,,42957
Suisun,Suisun,38.2471,-122.0086,United States,US,USA,California,CA,,,,,29505
Watsonville,Watsonville,36.9206,-121.7706,United States,US,USA,California,CA,,,,,77266
Calabasas,Calabasas,34.1375,-118.6689,United States,US,USA,California,CA,,,,,24176
Monterey Park,Monterey Park,34.0497,-118.1325,United States,US,USA,California,CA,,,,,61075
San Rafael,San Rafael,37.9905,-122.5222,United States,US,USA,California,CA,,,,,58954
Costa Mesa,Costa Mesa,33.6667,-117.9135,United States,US,USA,California,CA,,,,,112822
Roseville,Roseville,38.7683,-121.3164,United States,US,USA,California,CA,,,,,132671
Livermore,Livermore,37.6863,-121.7607,United States,US,USA,California,CA,,,,,89840
Desert Hot Springs,Desert Hot Springs,33.955,-116.543,United States,US,USA,California,CA,,,,,43327
Coachella,Coachella,33.691,-116.1451,United States,US,USA,California,CA,,,,,44953
Sierra Madre,Sierra Madre,34.1687,-118.0504,United States,US,USA,California,CA,,,,,11057
Sausalito,Sausalito,37.8581,-122.4932,United States,US,USA,California,CA,,,,,7125
Hughson,Hughson,37.6026,-120.8661,United States,US,USA,California,CA,,,,,7417
Ceres,Ceres,37.5954,-120.9624,United States,US,USA,California,CA,,,,,48278
Holtville,Holtville,32.8129,-115.3779,United States,US,USA,California,CA,,,,,7449
Turlock,Turlock,37.5053,-120.8588,United States,US,USA,California,CA,,,,,106100
Cypress,Cypress,33.8171,-118.0386,United States,US,USA,California,CA,,,,,48906
Blythe,Blythe,33.6219,-114.6177,United States,US,USA,California,CA,,,,,12267
Ukiah,Ukiah,39.1461,-123.2101,United States,US,USA,California,CA,,,,,29352
Eureka,Eureka,40.7941,-124.1568,United States,US,USA,California,CA,,,,,45091
Pittsburg,Pittsburg,38.019,-121.897,United States,US,USA,California,CA,,,,,70679
Red Bluff,Red Bluff,40.1734,-122.2414,United States,US,USA,California,CA,,,,,18540
Gilroy,Gilroy,37.0048,-121.5843,United States,US,USA,California,CA,,,,,111004
San Marino,San Marino,34.1224,-118.1132,United States,US,USA,California,CA,,,,,13365
Huntington Park,Huntington Park,33.98,-118.2167,United States,US,USA,California,CA,,,,,58879
Rosemead,Rosemead,34.0688,-118.0823,United States,US,USA,California,CA,,,,,54500
Colusa,Colusa,39.2049,-122.0095,United States,US,USA,California,CA,,,,,6751
Parlier,Parlier,36.6082,-119.5436,United States,US,USA,California,CA,,,,,15174
Commerce,Commerce,33.9963,-118.1519,United States,US,USA,California,CA,,,,,12973
Arcata,Arcata,40.862,-124.0754,United States,US,USA,California,CA,,,,,33757
Yucaipa,Yucaipa,34.0335,-117.0426,United States,US,USA,California,CA,,,,,53309
Norwalk,Norwalk,33.9069,-118.0829,United States,US,USA,California,CA,,,,,106178
Ontario,Ontario,34.0393,-117.6064,United States,US,USA,California,CA,,,,,173212
San Carlos,San Carlos,37.4982,-122.268,United States,US,USA,California,CA,,,,,29797
Burlingame,Burlingame,37.586,-122.367,United States,US,USA,California,CA,,,,,30301
Reedley,Reedley,36.5988,-119.4473,United States,US,USA,California,CA,,,,,48897
Fortuna,Fortuna,40.5855,-124.1417,United States,US,USA,California,CA,,,,,13299
Concord,Concord,37.9722,-122.0016,United States,US,USA,California,CA,,,,,649437
Scotts Valley,Scotts Valley,37.0555,-122.0118,United States,US,USA,California,CA,,,,,11928
Atwater,Atwater,37.3543,-120.5981,United States,US,USA,California,CA,,,,,29270
Torrance,Torrance,33.8346,-118.3417,United States,US,USA,California,CA,,,,,147195
Antioch,Antioch,37.9789,-121.7958,United States,US,USA,California,CA,,,,,300780
Elk Grove,Elk Grove,38.416,-121.3841,United States,US,USA,California,CA,,,,,169743
South Gate,South Gate,33.9448,-118.1926,United States,US,USA,California,CA,,,,,95538
Moraga,Moraga,37.8438,-122.1225,United States,US,USA,California,CA,,,,,17416
Glendora,Glendora,34.1449,-117.8466,United States,US,USA,California,CA,,,,,51851
Ridgecrest,Ridgecrest,35.631,-117.6619,United States,US,USA,California,CA,,,,,32377
Laguna Niguel,Laguna Niguel,33.5275,-117.705,United States,US,USA,California,CA,,,,,65328
Sacramento,Sacramento,38.5666,-121.4683,United States,US,USA,California,CA,admin,,TRUE,,1830061
Lemoore,Lemoore,36.296,-119.7983,United States,US,USA,California,CA,,,,,25785
Seaside,Seaside,36.6224,-121.8191,United States,US,USA,California,CA,,,,,118670
Los Banos,Los Banos,37.0631,-120.8405,United States,US,USA,California,CA,,,,,37584
Folsom,Folsom,38.6751,-121.1476,United States,US,USA,California,CA,,,,,77271
Fontana,Fontana,34.0967,-117.4599,United States,US,USA,California,CA,,,,,209665
Cloverdale,Cloverdale,38.796,-123.0152,United States,US,USA,California,CA,,,,,9360
Imperial Beach,Imperial Beach,32.5687,-117.1184,United States,US,USA,California,CA,,,,,27418
Lemon Grove,Lemon Grove,32.7331,-117.0344,United States,US,USA,California,CA,,,,,26860
Daly City,Daly City,37.6863,-122.4684,United States,US,USA,California,CA,,,,,106472
Orinda,Orinda,37.8808,-122.179,United States,US,USA,California,CA,,,,,19470
Riverside,Riverside,33.9382,-117.3949,United States,US,USA,California,CA,,,,,2065627
Brawley,Brawley,32.9787,-115.53,United States,US,USA,California,CA,,,,,26231
El Cajon,El Cajon,32.8017,-116.9604,United States,US,USA,California,CA,,,,,103768
Millbrae,Millbrae,37.5994,-122.4024,United States,US,USA,California,CA,,,,,22661
Pacific Grove,Pacific Grove,36.6192,-121.9255,United States,US,USA,California,CA,,,,,15624
Merced,Merced,37.3057,-120.4779,United States,US,USA,California,CA,,,,,143272
Murrieta,Murrieta,33.572,-117.1909,United States,US,USA,California,CA,,,,,476630
Ojai,Ojai,34.4487,-119.2469,United States,US,USA,California,CA,,,,,7585
Rialto,Rialto,34.1128,-117.3885,United States,US,USA,California,CA,,,,,103314
Woodland,Woodland,38.6712,-121.75,United States,US,USA,California,CA,,,,,59117
Santa Rosa,Santa Rosa,38.4465,-122.7059,United States,US,USA,California,CA,,,,,321699
Marysville,Marysville,39.1518,-121.5835,United States,US,USA,California,CA,,,,,12249
Palmdale,Palmdale,34.5945,-118.1058,United States,US,USA,California,CA,,,,,157356
Saratoga,Saratoga,37.2685,-122.0254,United States,US,USA,California,CA,,,,,30767
West Covina,West Covina,34.0555,-117.9112,United States,US,USA,California,CA,,,,,107847
Belmont,Belmont,37.5154,-122.2955,United States,US,USA,California,CA,,,,,27081
Long Beach,Long Beach,33.8059,-118.161,United States,US,USA,California,CA,,,,,470130
Santee,Santee,32.8555,-116.9848,United States,US,USA,California,CA,,,,,57834
Walnut,Walnut,34.0334,-117.8593,United States,US,USA,California,CA,,,,,30047
Madera,Madera,36.964,-120.0803,United States,US,USA,California,CA,,,,,82278
Benicia,Benicia,38.0704,-122.1542,United States,US,USA,California,CA,,,,,28174
Atherton,Atherton,37.4539,-122.2032,United States,US,USA,California,CA,,,,,7207
Brentwood,Brentwood,37.9356,-121.719,United States,US,USA,California,CA,,,,,60532
South Pasadena,South Pasadena,34.1103,-118.1573,United States,US,USA,California,CA,,,,,25913
Sonora,Sonora,37.9819,-120.3828,United States,US,USA,California,CA,,,,,27799
Monrovia,Monrovia,34.165,-117.9921,United States,US,USA,California,CA,,,,,37126
Rolling Hills Estates,Rolling Hills Estates,33.7783,-118.3508,United States,US,USA,California,CA,,,,,8231
Aliso Viejo,Aliso Viejo,33.5792,-117.729,United States,US,USA,California,CA,,,,,51424
Santa Cruz,Santa Cruz,36.9788,-122.0346,United States,US,USA,California,CA,,,,,176037
Vacaville,Vacaville,38.3592,-121.9686,United States,US,USA,California,CA,,,,,99059
Artesia,Artesia,33.8676,-118.0806,United States,US,USA,California,CA,,,,,16874
Stockton,Stockton,37.9766,-121.3111,United States,US,USA,California,CA,,,,,390117
San Juan Capistrano,San Juan Capistrano,33.5009,-117.6544,United States,US,USA,California,CA,,,,,36276
Lancaster,Lancaster,34.6934,-118.1753,United States,US,USA,California,CA,,,,,348760
San Gabriel,San Gabriel,34.0948,-118.099,United States,US,USA,California,CA,,,,,40404
Simi Valley,Simi Valley,34.2663,-118.749,United States,US,USA,California,CA,,,,,127308
San Dimas,San Dimas,34.1082,-117.8089,United States,US,USA,California,CA,,,,,34338
Arvin,Arvin,35.1944,-118.8306,United States,US,USA,California,CA,,,,,21380
Corte Madera,Corte Madera,37.9238,-122.5129,United States,US,USA,California,CA,,,,,9858
Alameda,Alameda,37.767,-122.2673,United States,US,USA,California,CA,,,,,78906
Fremont,Fremont,37.5256,-121.987,United States,US,USA,California,CA,,,,,233136
Fowler,Fowler,36.6247,-119.6738,United States,US,USA,California,CA,,,,,6348
Calipatria,Calipatria,33.1488,-115.5058,United States,US,USA,California,CA,,,,,7526
Beaumont,Beaumont,33.9052,-116.976,United States,US,USA,California,CA,,,,,45349
Santa Monica,Santa Monica,34.0232,-118.4813,United States,US,USA,California,CA,,,,,92478
San Fernando,San Fernando,34.2886,-118.4363,United States,US,USA,California,CA,,,,,24717
Camarillo,Camarillo,34.223,-119.0325,United States,US,USA,California,CA,,,,,74152
Susanville,Susanville,40.4206,-120.6129,United States,US,USA,California,CA,,,,,8506
Solana Beach,Solana Beach,32.9946,-117.2575,United States,US,USA,California,CA,,,,,13449
Fountain Valley,Fountain Valley,33.7105,-117.9514,United States,US,USA,California,CA,,,,,56529
Rancho Cordova,Rancho Cordova,38.5739,-121.2521,United States,US,USA,California,CA,,,,,72326
South San Francisco,South San Francisco,37.6537,-122.4197,United States,US,USA,California,CA,,,,,66980
Richmond,Richmond,37.9477,-122.339,United States,US,USA,California,CA,,,,,109813
Guadalupe,Guadalupe,34.9608,-120.5735,United States,US,USA,California,CA,,,,,7321
Escalon,Escalon,37.7911,-120.9981,United States,US,USA,California,CA,,,,,7548
Cotati,Cotati,38.3278,-122.7092,United States,US,USA,California,CA,,,,,7455
Barstow,Barstow,34.8655,-117.0464,United States,US,USA,California,CA,,,,,30503
La Palma,La Palma,33.8504,-118.0407,United States,US,USA,California,CA,,,,,15774
Hermosa Beach,Hermosa Beach,33.8654,-118.3966,United States,US,USA,California,CA,,,,,19789
Shasta Lake,Shasta Lake,40.679,-122.3775,United States,US,USA,California,CA,,,,,10162
Willows,Willows,39.5147,-122.1992,United States,US,USA,California,CA,,,,,7240
Greenfield,Greenfield,36.3232,-121.245,United States,US,USA,California,CA,,,,,17557
Paramount,Paramount,33.8976,-118.1651,United States,US,USA,California,CA,,,,,54909
Compton,Compton,33.893,-118.2275,United States,US,USA,California,CA,,,,,97550
Petaluma,Petaluma,38.2423,-122.6267,United States,US,USA,California,CA,,,,,66940
Chowchilla,Chowchilla,37.1095,-120.2349,United States,US,USA,California,CA,,,,,11536
Yorba Linda,Yorba Linda,33.889,-117.7714,United States,US,USA,California,CA,,,,,68235
Dixon,Dixon,38.4466,-121.825,United States,US,USA,California,CA,,,,,19906
Loma Linda,Loma Linda,34.0448,-117.2504,United States,US,USA,California,CA,,,,,24129
Pinole,Pinole,37.9931,-122.2834,United States,US,USA,California,CA,,,,,19293
Menifee,Menifee,33.6909,-117.1849,United States,US,USA,California,CA,,,,,88531
Hawthorne,Hawthorne,33.9147,-118.3476,United States,US,USA,California,CA,,,,,88031
Carpinteria,Carpinteria,34.3961,-119.5117,United States,US,USA,California,CA,,,,,13684
Ripon,Ripon,37.7415,-121.1305,United States,US,USA,California,CA,,,,,15463
Redwood City,Redwood City,37.5026,-122.2251,United States,US,USA,California,CA,,,,,84950
La Cañada Flintridge,La Canada Flintridge,34.2097,-118.2002,United States,US,USA,California,CA,,,,,20447
Eastvale,Eastvale,33.9617,-117.5803,United States,US,USA,California,CA,,,,,61151
Rancho Palos Verdes,Rancho Palos Verdes,33.7554,-118.3636,United States,US,USA,California,CA,,,,,42435
Selma,Selma,36.5743,-119.6156,United States,US,USA,California,CA,,,,,44292
Alhambra,Alhambra,34.084,-118.1355,United States,US,USA,California,CA,,,,,85474
Escondido,Escondido,33.1349,-117.0721,United States,US,USA,California,CA,,,,,151613
Morgan Hill,Morgan Hill,37.1324,-121.641,United States,US,USA,California,CA,,,,,44155
Laguna Hills,Laguna Hills,33.592,-117.6992,United States,US,USA,California,CA,,,,,31509
Cudahy,Cudahy,33.9631,-118.183,United States,US,USA,California,CA,,,,,24098
Gridley,Gridley,39.3622,-121.6972,United States,US,USA,California,CA,,,,,8396
El Cerrito,El Cerrito,37.9197,-122.3025,United States,US,USA,California,CA,,,,,25400
Dublin,Dublin,37.7161,-121.8962,United States,US,USA,California,CA,,,,,59583
Santa Clarita,Santa Clarita,34.4119,-118.5036,United States,US,USA,California,CA,,,,,266958
Huron,Huron,36.204,-120.0961,United States,US,USA,California,CA,,,,,6941
Manteca,Manteca,37.7938,-121.2271,United States,US,USA,California,CA,,,,,95797
San Francisco,San Francisco,37.7561,-122.4429,United States,US,USA,California,CA,,,,,3548847
Woodside,Woodside,37.4221,-122.259,United States,US,USA,California,CA,,,,,5551
Tustin,Tustin,33.7309,-117.8106,United States,US,USA,California,CA,,,,,80395
Santa Ana,Santa Ana,33.7366,-117.8819,United States,US,USA,California,CA,,,,,334217
Fairfax,Fairfax,37.9884,-122.595,United States,US,USA,California,CA,,,,,7598
Moreno Valley,Moreno Valley,33.9244,-117.2045,United States,US,USA,California,CA,,,,,205499
Downey,Downey,33.9379,-118.1312,United States,US,USA,California,CA,,,,,113267
Healdsburg,Healdsburg,38.6229,-122.8651,United States,US,USA,California,CA,,,,,11827
Oakley,Oakley,37.9929,-121.6951,United States,US,USA,California,CA,,,,,40622
San Clemente,San Clemente,33.4498,-117.6103,United States,US,USA,California,CA,,,,,65309
Half Moon Bay,Half Moon Bay,37.4687,-122.4383,United States,US,USA,California,CA,,,,,23223
Mill Valley,Mill Valley,37.9085,-122.5421,United States,US,USA,California,CA,,,,,14350
Hemet,Hemet,33.7352,-116.9946,United States,US,USA,California,CA,,,,,175066
Hanford,Hanford,36.326,-119.6539,United States,US,USA,California,CA,,,,,90515
Glendale,Glendale,34.1818,-118.2468,United States,US,USA,California,CA,,,,,200831
Albany,Albany,37.8898,-122.3018,United States,US,USA,California,CA,,,,,19688
West Sacramento,West Sacramento,38.5556,-121.5504,United States,US,USA,California,CA,,,,,52981
Live Oak,Live Oak,39.2788,-121.6624,United States,US,USA,California,CA,,,,,8961
Berkeley,Berkeley,37.8723,-122.276,United States,US,USA,California,CA,,,,,121240
Marina,Marina,36.6812,-121.7894,United States,US,USA,California,CA,,,,,21688
Los Altos Hills,Los Altos Hills,37.3672,-122.1391,United States,US,USA,California,CA,,,,,8501
San Luis Obispo,San Luis Obispo,35.2671,-120.6689,United States,US,USA,California,CA,,,,,62391
Napa,Napa,38.2982,-122.3011,United States,US,USA,California,CA,,,,,87733
Baldwin Park,Baldwin Park,34.0829,-117.972,United States,US,USA,California,CA,,,,,76464
Winters,Winters,38.532,-121.9781,United States,US,USA,California,CA,,,,,7637
Davis,Davis,38.5552,-121.7365,United States,US,USA,California,CA,,,,,75553
La Habra,La Habra,33.9278,-117.9513,United States,US,USA,California,CA,,,,,61664
Lafayette,Lafayette,37.8919,-122.1188,United States,US,USA,California,CA,,,,,26103
Rancho Cucamonga,Rancho Cucamonga,34.1246,-117.5662,United States,US,USA,California,CA,,,,,176534
Indian Wells,Indian Wells,33.7036,-116.3396,United States,US,USA,California,CA,,,,,5345
Newport Beach,Newport Beach,33.6151,-117.8669,United States,US,USA,California,CA,,,,,86688
Bell,Bell,33.9801,-118.1798,United States,US,USA,California,CA,,,,,35864
Goleta,Goleta,34.436,-119.8597,United States,US,USA,California,CA,,,,,30850
Grover Beach,Grover Beach,35.1205,-120.6199,United States,US,USA,California,CA,,,,,13641
Willits,Willits,39.405,-123.3494,United States,US,USA,California,CA,,,,,8026
Culver City,Culver City,34.0058,-118.3968,United States,US,USA,California,CA,,,,,39364
Citrus Heights,Citrus Heights,38.6948,-121.288,United States,US,USA,California,CA,,,,,87432
Pismo Beach,Pismo Beach,35.1492,-120.6506,United States,US,USA,California,CA,,,,,8198
Taft,Taft,35.1267,-119.4242,United States,US,USA,California,CA,,,,,15060
Covina,Covina,34.0903,-117.8817,United States,US,USA,California,CA,,,,,48549
Oakland,Oakland,37.7903,-122.2165,United States,US,USA,California,CA,,,,,420005
West Hollywood,West Hollywood,34.0883,-118.3718,United States,US,USA,California,CA,,,,,36698
Capitola,Capitola,36.9772,-121.9539,United States,US,USA,California,CA,,,,,10180
Chico,Chico,39.7568,-121.816,United States,US,USA,California,CA,,,,,104302
Diamond Bar,Diamond Bar,33.9992,-117.8161,United States,US,USA,California,CA,,,,,56793
Garden Grove,Garden Grove,33.7787,-117.9601,United States,US,USA,California,CA,,,,,174858
Bellflower,Bellflower,33.888,-118.1271,United States,US,USA,California,CA,,,,,77790
San Mateo,San Mateo,37.5522,-122.3122,United States,US,USA,California,CA,,,,,103959
Oceanside,Oceanside,33.2247,-117.3083,United States,US,USA,California,CA,,,,,175464
San Diego,San Diego,32.8312,-117.1225,United States,US,USA,California,CA,,,,,3181172
Palos Verdes Estates,Palos Verdes Estates,33.7871,-118.3976,United States,US,USA,California,CA,,,,,13586
San Jose,San Jose,37.302,-121.8488,United States,US,USA,California,CA,,,,,1804359
South Lake Tahoe,South Lake Tahoe,38.9393,-119.9828,United States,US,USA,California,CA,,,,,29535
Carlsbad,Carlsbad,33.1246,-117.2836,United States,US,USA,California,CA,,,,,113952
Redlands,Redlands,34.0512,-117.171,United States,US,USA,California,CA,,,,,71288
Clovis,Clovis,36.8283,-119.6851,United States,US,USA,California,CA,,,,,106583
Mountain View,Mountain View,37.4001,-122.0796,United States,US,USA,California,CA,,,,,80447
Lathrop,Lathrop,37.8162,-121.3126,United States,US,USA,California,CA,,,,,22073
Truckee,Truckee,39.3455,-120.1848,United States,US,USA,California,CA,,,,,12296
Monterey,Monterey,36.5922,-121.8807,United States,US,USA,California,CA,,,,,28454
Oxnard,Oxnard,34.1961,-119.1821,United States,US,USA,California,CA,,,,,385837
Clayton,Clayton,37.9403,-121.9301,United States,US,USA,California,CA,,,,,11992
Woodlake,Woodlake,36.4124,-119.0998,United States,US,USA,California,CA,,,,,7818
Villa Park,Villa Park,33.818,-117.8104,United States,US,USA,California,CA,,,,,5918
Redondo Beach,Redondo Beach,33.8574,-118.3766,United States,US,USA,California,CA,,,,,67867
Gonzales,Gonzales,36.5061,-121.4429,United States,US,USA,California,CA,,,,,8447
Orland,Orland,39.7461,-122.185,United States,US,USA,California,CA,,,,,9659
Pico Rivera,Pico Rivera,33.9902,-118.0888,United States,US,USA,California,CA,,,,,63635
Stanton,Stanton,33.8002,-117.9935,United States,US,USA,California,CA,,,,,38644
Thousand Oaks,Thousand Oaks,34.1914,-118.8755,United States,US,USA,California,CA,,,,,218548
Colton,Colton,34.0538,-117.3254,United States,US,USA,California,CA,,,,,54712
Shafter,Shafter,35.478,-119.1992,United States,US,USA,California,CA,,,,,20183
Cerritos,Cerritos,33.8677,-118.0686,United States,US,USA,California,CA,,,,,50555
Montclair,Montclair,34.0714,-117.6981,United States,US,USA,California,CA,,,,,38944
Port Hueneme,Port Hueneme,34.1617,-119.2036,United States,US,USA,California,CA,,,,,22277
Claremont,Claremont,34.1259,-117.7153,United States,US,USA,California,CA,,,,,36059
Chino,Chino,33.9836,-117.6653,United States,US,USA,California,CA,,,,,87776
Orange Cove,Orange Cove,36.6211,-119.3188,United States,US,USA,California,CA,,,,,10320
Grass Valley,Grass Valley,39.2236,-121.0549,United States,US,USA,California,CA,,,,,34508
